,Age,MaritalStatus,Occupation,WeeklyWorkingHours,WorkLifeBalance,EducationLevel,InvestmentOutcome,Income
31206,48,1,1,40,1,1,2,0
28497,60,0,1,40,1,0,2,0
1183,39,0,6,40,1,0,0,0
13925,17,1,5,40,0,0,2,0
3272,25,1,4,42,1,1,3,0
14749,35,0,1,30,1,1,2,0
3671,51,0,1,40,0,1,3,1
20349,30,1,5,40,0,1,2,0
14710,17,1,5,30,1,0,2,0
25210,29,0,6,40,1,3,2,0
14194,22,1,1,36,0,1,2,0
20158,40,1,4,50,0,4,2,1
8784,51,0,4,40,0,1,2,1
15998,33,0,0,40,0,1,2,0
8132,49,0,6,40,1,3,2,1
15489,51,1,0,63,1,1,2,0
7486,27,1,5,40,1,1,2,0
848,45,0,1,40,1,1,0,1
24543,29,1,1,40,2,1,2,0
462,56,0,3,50,2,5,0,1
31372,18,1,5,20,0,0,2,0
18338,25,0,0,45,2,1,2,0
30898,45,0,4,50,1,3,2,0
20023,26,0,1,40,1,1,2,0
29031,37,1,5,40,0,1,2,0
15872,32,0,1,44,1,1,2,0
22101,41,0,5,55,2,0,2,0
15171,20,1,4,30,1,1,2,0
26596,31,0,0,40,1,1,2,0
26071,41,0,4,40,1,1,2,1
30405,52,1,6,50,2,1,2,0
21783,20,1,1,20,1,0,2,0
31488,21,1,1,40,1,1,2,0
12298,27,1,0,40,2,1,2,0
8143,37,1,6,50,0,3,2,0
261,52,0,1,38,2,1,0,0
26119,24,1,4,40,1,1,2,0
28426,25,1,0,35,1,1,2,0
21112,61,1,4,20,2,1,2,0
28518,39,1,3,40,1,2,2,1
7913,35,0,1,40,2,1,2,0
28977,69,1,6,40,2,1,2,0
21682,65,0,6,24,0,1,2,0
17109,42,0,1,48,1,3,2,1
4293,19,1,3,32,1,1,2,0
31829,25,1,5,30,1,2,2,0
5733,42,1,6,55,1,1,2,0
26977,28,0,6,40,1,4,2,0
21038,37,1,5,52,2,1,2,0
20769,21,1,3,40,1,0,2,0
20342,62,1,4,32,1,1,2,0
7339,23,1,1,40,0,1,2,0
29487,23,1,1,35,0,3,2,0
13149,37,0,4,50,0,1,2,1
23151,49,1,3,20,2,1,2,0
14113,28,1,1,40,2,0,2,0
8433,57,0,6,20,1,3,2,0
24426,59,0,5,50,1,1,2,1
8766,48,1,6,45,0,3,2,0
10744,25,0,5,25,1,1,2,0
22029,32,1,1,40,0,1,2,0
4133,79,0,1,35,2,0,3,0
4707,35,0,5,40,0,1,2,0
2466,58,0,6,40,1,1,4,1
13732,47,0,1,40,0,1,2,1
11029,33,1,1,20,1,1,2,0
28839,35,1,5,40,2,0,2,0
19705,46,0,1,40,1,1,2,0
7902,22,1,1,30,1,0,2,0
26387,38,0,3,40,2,3,2,0
21986,30,1,5,32,1,1,2,0
17064,20,1,0,30,1,1,2,0
21943,34,0,3,40,2,1,2,1
5162,22,1,4,50,0,3,2,0
32169,40,0,6,40,1,4,2,1
14366,46,1,1,40,2,1,2,0
10095,20,0,0,40,0,1,2,0
3628,38,0,1,45,0,1,3,0
26531,39,0,1,40,1,1,2,0
10283,36,0,4,40,1,1,2,1
6351,39,0,1,40,1,1,2,0
32106,32,1,5,60,0,2,2,0
16328,30,0,1,40,1,1,2,0
32025,68,1,4,40,1,1,2,0
26521,59,0,0,40,1,0,2,0
8758,38,0,5,40,0,1,2,1
846,51,0,6,47,1,4,0,1
2020,42,0,6,45,1,3,4,1
19569,35,1,1,40,1,1,2,0
1284,46,1,1,40,2,3,0,0
22929,19,1,5,20,1,1,2,0
2964,49,1,3,45,1,3,4,0
24826,23,1,5,40,1,2,2,0
24888,33,0,3,40,1,1,2,0
18056,56,0,3,45,2,3,2,1
7595,54,0,0,40,0,1,2,1
26490,30,1,4,40,1,3,2,1
14729,34,0,1,40,1,1,2,0
8816,53,0,1,45,0,1,2,0
31420,22,1,4,20,1,1,2,0
19187,29,1,1,40,1,1,2,0
4647,43,0,1,20,1,1,2,0
28940,30,1,6,55,2,3,2,0
18366,37,1,1,45,1,2,2,0
1518,28,1,1,40,2,0,1,0
5557,43,0,1,40,2,1,2,0
1321,31,0,1,40,2,1,0,0
22614,52,1,6,40,1,3,2,0
30048,66,0,6,24,1,1,2,0
9882,33,1,4,50,1,1,2,0
18002,27,0,0,40,1,1,2,0
22557,21,1,1,40,1,1,2,0
2480,46,0,3,35,2,4,4,1
17780,22,1,4,40,2,1,2,0
20352,33,1,0,50,1,1,2,0
29181,31,1,0,50,0,3,2,0
18158,21,1,1,40,2,1,2,0
4517,17,1,5,48,2,0,2,0
727,37,0,6,55,2,1,0,1
23342,34,0,4,50,1,3,2,1
20421,31,0,5,40,0,0,2,0
6190,31,1,1,60,1,1,2,0
9558,22,0,1,40,0,0,2,0
9595,61,1,6,40,0,1,2,0
31710,56,1,1,40,2,0,2,0
11521,41,1,0,40,2,1,2,0
475,40,0,6,50,2,3,0,1
27489,26,1,1,40,1,1,2,0
17047,17,1,5,20,0,0,2,0
6870,59,0,4,40,1,1,2,1
9206,20,1,1,25,0,1,2,0
17738,29,0,1,40,1,1,2,0
19310,26,1,1,40,1,0,2,0
1383,43,0,1,50,1,1,0,0
27354,30,1,1,25,0,1,2,0
8383,59,1,0,38,1,3,2,0
30127,46,0,1,50,1,1,2,1
633,41,0,5,42,1,3,0,1
19000,26,0,1,20,0,0,2,0
5479,47,0,4,40,0,1,2,1
15808,39,1,0,40,0,1,2,0
11310,23,1,4,30,0,1,2,0
15836,36,0,1,50,0,1,2,1
1434,65,0,6,40,2,0,0,0
27895,54,0,5,35,1,0,2,0
11451,23,1,1,40,1,1,2,0
26851,43,1,1,40,2,1,2,0
23709,29,1,5,45,2,1,2,0
16701,53,0,5,40,0,1,2,0
29263,44,0,1,40,1,1,2,1
14178,32,1,1,40,2,1,2,0
9611,33,0,0,52,1,1,2,0
25220,25,1,1,40,2,1,2,0
5314,49,1,0,40,2,1,2,0
5218,41,0,1,35,0,0,2,0
1576,46,0,3,60,0,5,4,1
29334,39,0,1,40,2,1,2,0
31403,36,0,1,40,0,0,2,0
31361,31,0,1,40,0,1,2,0
15109,36,0,1,40,2,1,2,0
21151,50,0,1,50,2,1,2,0
8765,58,0,1,25,2,1,2,0
20509,20,1,1,30,1,1,2,0
1161,39,1,1,60,1,3,0,0
15763,43,0,1,42,1,1,2,1
14851,21,1,1,35,0,1,2,0
29903,39,1,6,50,1,2,2,0
6277,25,1,1,40,1,1,2,0
20565,52,1,6,50,1,4,2,0
30314,44,1,6,40,2,3,2,0
31523,51,0,1,40,2,1,2,0
1240,18,1,1,24,0,1,0,0
16928,26,0,3,30,1,4,2,0
16530,21,1,4,43,1,1,2,0
23057,25,1,3,35,1,1,2,0
20920,17,1,5,20,2,0,2,0
5660,55,0,1,18,0,0,2,0
2937,33,1,0,50,1,1,4,0
14301,50,1,6,55,1,3,2,1
1689,34,1,4,40,0,3,4,1
15922,46,0,1,46,0,1,2,1
4213,17,1,1,30,0,0,3,0
21610,37,0,1,40,1,0,2,0
26059,59,1,1,40,0,1,2,0
3570,45,1,0,40,2,1,3,0
31324,53,1,1,40,0,2,2,0
29706,19,1,1,25,0,0,2,0
14383,36,0,4,60,2,2,2,0
18962,25,1,5,40,1,1,2,0
30141,26,0,1,40,2,2,2,0
12348,69,0,1,60,1,1,2,1
18206,32,1,1,40,1,1,2,0
8546,29,0,1,40,2,0,2,0
10192,41,0,1,40,2,1,2,0
32535,34,0,3,60,1,6,2,1
31589,49,0,1,45,0,1,2,1
13392,25,0,0,40,2,1,2,0
12822,28,0,5,48,0,1,2,0
19147,35,1,3,60,0,6,2,1
5331,50,0,1,35,1,1,2,0
10460,35,1,1,48,1,1,2,0
12571,43,0,1,50,2,1,2,0
21386,66,0,1,40,1,0,2,1
18379,64,1,5,16,1,0,2,0
9297,58,0,5,38,1,0,2,0
26028,37,0,1,45,0,1,2,0
1166,32,1,4,45,0,1,0,0
24637,36,1,6,32,0,0,2,0
3428,61,0,1,20,0,0,3,0
24101,39,1,4,47,2,1,2,0
23636,56,0,1,50,1,1,2,0
5040,42,1,1,55,1,1,2,0
20752,24,1,4,50,1,3,2,0
23189,39,0,5,40,1,0,2,0
5622,36,0,3,30,2,2,2,1
16403,33,1,3,40,1,5,2,1
7494,63,1,1,45,2,1,2,1
23339,30,0,1,40,1,1,2,0
360,38,0,3,50,1,5,0,1
22275,24,0,0,40,2,2,2,0
19117,49,1,1,40,1,1,2,0
19503,57,0,1,50,1,1,2,0
26154,33,0,5,40,2,1,2,0
4823,34,0,1,40,0,1,2,1
25347,57,0,1,40,2,0,2,0
899,28,1,5,40,1,1,0,0
28002,22,1,1,40,1,0,2,0
24468,20,1,1,30,2,1,2,0
19905,27,0,4,50,1,3,2,0
5987,61,1,5,38,0,0,2,0
30849,34,0,6,40,0,3,2,1
3336,34,0,4,20,1,1,3,0
1375,44,1,0,45,1,1,0,0
12425,58,1,1,40,2,0,2,0
9185,47,0,1,40,1,1,2,1
17702,32,1,3,45,1,3,2,1
32148,34,1,0,40,1,3,2,0
237,60,0,1,25,0,3,0,0
13607,28,1,0,40,1,1,2,0
3467,69,0,1,30,2,3,3,0
5035,32,0,1,40,1,1,2,0
10998,52,0,1,40,1,1,2,0
1061,46,0,0,60,0,4,0,0
26576,53,1,6,40,2,1,2,0
29962,44,0,1,25,1,2,2,0
11255,35,0,5,40,1,1,2,1
16318,24,1,5,45,1,4,2,0
20495,37,1,1,25,1,0,2,0
12270,36,0,1,40,1,1,2,0
12327,35,0,4,50,2,1,2,1
27233,34,0,1,40,1,1,2,0
6634,44,1,1,60,0,1,2,0
3748,46,0,6,37,0,3,3,1
20596,17,0,4,30,1,0,2,0
283,48,0,1,40,1,0,0,0
32403,62,0,1,45,1,1,2,0
9971,29,0,5,40,2,1,2,0
19836,62,0,4,35,1,0,2,0
27212,50,0,4,40,0,1,2,0
6838,55,0,3,40,1,3,2,1
31753,57,0,1,40,0,1,2,0
8141,29,0,1,30,0,3,2,0
1855,47,0,1,50,1,1,4,1
19330,65,0,0,40,1,2,2,0
30425,51,1,1,60,1,1,2,0
15698,34,0,0,27,1,3,2,0
12239,58,0,0,40,1,1,2,1
24030,45,1,3,45,1,3,2,0
15611,46,0,5,40,0,3,2,1
2113,51,0,3,60,0,5,4,1
28349,49,1,1,45,1,0,2,0
29232,30,0,1,40,0,1,2,0
17214,65,1,5,20,1,1,2,0
13968,45,0,4,32,2,1,2,1
20958,41,0,3,40,1,3,2,1
738,43,0,3,50,1,1,0,1
12887,23,1,0,40,0,1,2,0
20233,31,0,1,38,1,1,2,0
19241,33,1,3,45,0,3,2,0
31825,45,1,0,35,1,1,2,0
2436,38,0,3,40,1,3,4,1
3279,34,1,1,30,0,1,3,0
1803,53,0,6,40,2,1,4,1
2260,47,1,6,45,2,3,4,1
30672,19,1,3,40,0,1,2,0
19973,26,1,0,40,0,1,2,0
30239,22,0,5,40,1,1,2,1
22854,42,0,3,40,2,4,2,0
26550,32,0,1,45,1,1,2,0
12077,38,0,4,40,1,2,2,1
5379,55,0,1,24,1,1,2,1
3770,71,1,5,60,0,1,3,0
21566,21,1,0,25,1,1,2,0
10643,36,0,5,50,1,1,2,0
22939,41,0,1,45,1,1,2,0
6738,55,0,6,50,1,5,2,1
12947,74,1,1,20,0,2,2,0
12841,43,0,6,45,1,1,2,1
18242,17,1,4,20,2,0,2,0
11099,30,1,5,40,1,1,2,0
7134,35,1,6,40,1,4,2,1
28951,27,0,1,40,1,1,2,0
8733,47,0,1,40,2,0,2,1
26803,42,0,1,40,2,1,2,1
20807,38,1,1,40,1,0,2,0
12440,50,0,1,40,1,0,2,0
28677,45,1,1,40,1,1,2,0
2646,39,0,3,45,1,4,4,1
13946,38,0,1,50,0,2,2,1
32471,58,0,5,40,1,1,2,0
21844,51,1,6,40,1,1,2,0
7679,52,0,1,40,2,1,2,1
6373,55,1,0,40,0,1,2,0
27913,44,0,6,54,0,2,2,1
18566,21,1,5,50,2,0,2,0
23304,22,1,1,40,1,1,2,0
28764,29,0,3,40,1,1,2,0
3612,46,1,1,55,0,1,3,0
10595,67,0,4,48,1,4,2,1
30406,25,1,4,30,2,1,2,0
7666,41,1,0,38,0,1,2,0
28168,42,1,0,40,0,1,2,0
1239,18,1,1,40,1,0,0,0
25771,17,1,0,20,1,1,2,0
27604,44,1,1,60,0,1,2,0
15695,43,0,3,48,0,1,2,1
9636,23,1,4,40,0,1,2,0
16250,30,1,1,40,0,0,2,0
21019,46,1,0,37,0,1,2,0
8486,35,1,6,40,1,1,2,0
32542,45,1,0,40,1,1,2,0
8661,34,1,5,40,2,1,2,0
15106,40,0,5,40,2,0,2,1
20951,28,1,1,40,0,1,2,0
21366,39,0,1,40,2,0,2,0
18770,29,1,1,44,2,1,2,0
14921,38,1,5,48,2,3,2,0
19618,37,1,1,40,1,1,2,0
12916,28,0,1,48,2,0,2,0
11961,29,1,5,41,2,1,2,1
30961,47,0,1,40,1,1,2,0
6316,35,1,4,40,0,1,2,0
18030,27,1,6,45,0,1,2,0
27829,43,0,5,24,1,3,2,1
5763,35,0,3,35,0,4,2,1
24052,26,0,1,20,1,3,2,0
22764,25,0,0,38,2,3,2,0
17639,34,0,1,30,1,1,2,0
3317,33,0,6,60,1,1,3,0
8552,47,0,1,40,1,1,2,1
7232,63,0,6,40,0,0,2,0
12967,22,1,0,40,2,1,2,0
7065,40,1,5,25,1,1,2,0
2793,52,0,5,40,0,2,4,1
11282,32,0,3,40,0,5,2,1
2390,60,0,6,50,2,1,4,1
586,31,0,3,35,0,3,0,1
10037,47,0,6,40,1,1,2,1
12003,49,1,4,40,0,2,2,0
14911,38,0,1,40,1,1,2,0
2545,42,0,1,45,2,1,4,1
4547,57,1,6,45,2,3,2,1
27468,22,0,4,40,1,0,2,0
17023,20,1,1,25,2,1,2,0
23881,29,0,3,43,0,2,2,0
11309,18,1,1,40,1,0,2,0
14536,19,1,1,40,1,1,2,0
21461,50,1,5,40,2,3,2,0
1115,23,1,1,40,2,3,0,0
25105,32,0,5,40,1,2,2,0
5971,35,1,5,40,1,2,2,0
27812,49,0,1,40,0,1,2,0
20820,19,1,5,40,0,0,2,0
32317,24,1,1,40,1,2,2,0
4557,46,1,6,30,0,4,2,0
24257,58,0,1,40,1,0,2,0
24569,23,1,4,40,2,1,2,0
29436,34,1,4,40,1,3,2,0
26029,33,1,1,40,1,1,2,0
27176,47,0,4,40,1,2,2,1
31961,61,0,4,55,1,1,2,1
4838,30,1,3,40,1,3,2,0
11269,51,1,3,43,1,3,2,0
29998,30,1,1,40,1,1,2,0
13563,45,0,5,25,0,0,2,0
2553,40,0,3,40,0,4,4,1
4463,33,1,3,45,1,3,2,0
2742,60,0,3,40,2,3,4,1
2528,63,0,1,54,1,3,4,1
25984,43,0,4,45,0,3,2,0
26610,35,0,5,40,0,2,2,1
28207,34,0,4,55,0,1,2,1
26852,37,1,1,49,2,1,2,0
27092,38,1,4,40,2,0,2,0
32191,34,1,0,40,1,1,2,0
15087,34,0,1,50,1,0,2,0
12021,57,1,0,40,2,1,2,0
2678,36,0,5,40,1,1,4,1
4548,39,1,4,40,1,1,2,0
32198,22,1,4,25,0,2,2,0
23005,20,1,1,40,1,1,2,0
17986,34,0,1,50,2,2,2,0
16212,24,1,3,40,2,3,2,0
6174,51,0,1,40,0,1,2,1
23194,32,1,1,40,1,1,2,0
3920,35,0,1,40,1,1,3,0
18299,62,1,0,40,1,1,2,0
26548,36,0,3,40,0,4,2,1
31679,40,0,0,40,2,1,2,0
12539,41,1,3,40,0,4,2,0
4803,34,0,1,45,1,1,2,0
6274,22,1,1,40,1,1,2,0
28876,28,0,3,40,2,4,2,1
21165,52,0,6,40,1,2,2,0
25273,34,1,1,60,1,1,2,0
1600,38,1,3,57,0,5,4,1
26837,31,0,1,40,2,1,2,1
14934,22,1,6,40,0,1,2,0
4363,21,1,1,35,1,1,2,0
26277,27,0,5,40,2,1,2,1
3065,38,0,6,40,1,3,4,1
30589,18,1,1,20,1,1,2,0
5260,59,1,6,40,0,1,2,0
19170,39,1,0,40,0,3,2,0
18396,41,0,6,40,2,2,2,0
5558,22,0,1,40,0,0,2,0
29499,28,0,1,40,1,0,2,1
19051,29,0,5,40,2,0,2,0
3518,27,0,4,40,1,1,3,0
3784,59,1,1,40,0,1,3,0
968,33,0,3,40,2,6,0,1
18106,23,0,1,40,1,0,2,0
24939,47,0,1,40,0,1,2,0
11910,29,0,0,40,1,1,2,0
10368,56,0,1,50,2,4,2,1
30917,42,1,1,44,1,2,2,0
6688,54,0,4,30,1,1,2,0
28079,35,0,1,40,0,0,2,0
13294,22,1,3,40,1,3,2,0
4289,28,1,0,40,1,1,2,0
16542,32,0,6,50,1,3,2,1
18372,36,1,1,38,0,2,2,0
22182,25,1,3,40,2,3,2,0
19285,41,0,1,45,2,1,2,0
22493,41,1,3,40,1,2,2,0
6868,42,0,6,50,1,1,2,0
20501,51,0,1,40,1,1,2,0
24383,44,1,3,60,0,3,2,0
2918,52,1,3,60,2,4,4,0
26012,44,1,5,35,2,1,2,0
27855,27,1,0,60,0,1,2,0
26394,32,0,4,45,1,3,2,0
17607,48,1,0,40,2,1,2,0
28994,60,1,3,60,1,3,2,1
32302,34,0,1,45,1,1,2,0
640,48,0,3,40,1,4,0,1
4271,57,0,3,40,1,3,2,1
10792,20,0,4,50,1,0,2,0
20860,40,0,6,45,2,1,2,1
31983,34,0,1,40,0,0,2,0
23335,38,1,3,40,1,1,2,0
6057,42,0,0,53,0,1,2,0
6639,34,1,1,40,1,1,2,0
28681,34,1,3,62,1,3,2,1
18469,39,1,0,40,2,1,2,0
28815,37,1,5,40,0,0,2,0
16557,20,1,5,35,1,1,2,0
5418,53,1,0,40,1,1,2,0
16469,38,1,5,58,1,1,2,0
23440,54,0,1,40,1,0,2,1
23429,21,1,5,35,0,1,2,0
23493,23,1,1,50,1,0,2,0
11802,24,1,6,40,2,3,2,0
12767,20,1,1,40,0,1,2,0
1545,51,0,3,50,0,4,4,1
24139,36,0,6,44,1,2,2,1
23492,39,1,6,40,1,2,2,0
10277,47,0,3,35,2,4,2,1
16972,25,1,6,40,0,3,2,0
12972,28,0,1,45,1,1,2,0
30285,37,0,1,40,0,1,2,1
15379,81,1,3,60,1,4,2,0
7791,38,1,5,40,1,1,2,1
7496,23,1,0,40,1,1,2,0
32328,61,0,3,50,2,4,2,0
3010,40,0,1,40,0,5,4,1
22800,23,1,1,40,2,1,2,0
3410,51,0,5,55,0,2,3,0
12113,48,0,1,45,1,0,2,0
19451,24,0,5,45,1,3,2,0
29601,34,1,4,50,2,3,2,1
20306,29,1,0,40,1,1,2,0
25069,47,0,1,60,1,1,2,0
29676,22,1,4,20,1,1,2,0
5010,28,0,5,40,2,1,2,0
5596,29,0,4,50,1,3,2,0
12351,49,0,6,45,2,4,2,1
29029,32,0,6,40,2,1,2,0
10639,28,1,0,40,1,1,2,0
7822,21,1,5,35,0,1,2,0
22827,41,0,3,52,2,1,2,0
28141,50,0,4,40,0,0,2,1
7259,31,1,6,40,1,3,2,0
31731,26,0,1,40,1,1,2,0
31799,90,0,1,40,2,1,2,1
4780,49,0,4,26,0,3,2,1
11132,45,0,6,50,1,3,2,1
20171,31,1,5,65,1,1,2,0
24444,29,0,1,40,1,1,2,0
28949,25,0,3,50,1,3,2,0
29343,32,1,5,38,2,1,2,0
4781,47,1,5,40,2,1,2,0
24965,20,1,5,20,1,1,2,0
16295,28,1,4,45,1,3,2,0
9803,24,1,4,40,0,1,2,0
27632,45,1,3,45,0,6,2,1
22609,68,0,5,30,1,1,2,0
11245,23,1,5,35,0,0,2,0
29301,34,1,3,45,0,3,2,0
7711,31,1,4,38,1,2,2,0
20697,34,1,0,18,0,1,2,0
4915,41,0,5,40,1,3,2,0
19929,44,1,3,40,1,2,2,0
18077,62,0,1,35,0,1,2,0
28985,61,0,1,40,0,0,2,0
21201,45,0,0,45,1,3,2,1
25901,50,1,3,40,1,2,2,0
18668,24,1,1,40,2,0,2,0
9817,42,0,4,25,0,1,2,1
26973,43,0,6,40,1,3,2,0
30291,38,0,1,54,1,0,2,0
16177,28,1,1,40,2,1,2,0
13781,36,1,1,55,1,1,2,0
22242,27,1,1,50,1,1,2,0
29093,17,1,1,35,0,0,2,0
1139,42,0,1,40,0,1,0,0
24205,60,1,1,40,1,1,2,0
14783,41,1,5,25,0,1,2,0
23373,42,1,1,48,1,1,2,0
22659,23,1,1,40,1,0,2,0
825,44,0,3,60,1,4,0,1
20700,47,1,3,40,1,1,2,0
26994,18,1,5,20,1,1,2,0
10023,26,1,3,60,0,2,2,0
10215,35,0,3,44,1,2,2,0
25356,53,0,5,40,1,2,2,1
24690,48,0,1,45,0,1,2,0
21484,20,1,1,40,2,1,2,0
13482,37,0,1,40,2,3,2,0
6495,42,0,1,50,2,2,2,1
25721,42,1,1,40,0,1,2,0
12245,55,1,0,40,2,1,2,0
21621,22,0,1,48,1,0,2,0
14030,70,1,1,40,1,1,2,0
6292,27,0,1,45,1,0,2,0
10016,21,1,0,40,2,1,2,0
21139,41,1,5,40,2,0,2,0
9811,37,1,1,40,2,1,2,0
11192,35,1,4,38,0,1,2,0
9774,27,1,6,40,1,3,2,0
6413,18,1,5,40,1,0,2,0
607,34,0,3,38,2,1,0,1
6301,32,1,0,40,1,1,2,0
24954,68,0,5,30,1,0,2,0
14840,49,0,1,50,1,1,2,0
890,35,0,3,40,1,4,0,1
4139,35,1,5,40,1,1,3,0
10516,30,1,4,40,1,1,2,0
24490,19,1,1,20,1,1,2,0
8150,60,0,1,40,1,0,2,0
25173,30,0,1,60,1,2,2,0
2833,40,0,3,40,0,1,4,1
21179,56,0,3,50,0,3,2,1
30277,51,1,0,40,0,1,2,0
13199,51,0,1,40,2,1,2,0
9972,66,1,0,25,1,1,2,0
29719,19,1,3,40,0,1,2,0
4364,52,1,1,45,2,1,2,1
17299,20,1,5,40,1,1,2,0
13560,20,1,4,40,0,1,2,0
813,36,0,3,50,0,3,0,1
29681,38,1,1,40,2,1,2,0
12132,37,1,5,40,1,1,2,0
23605,38,0,4,60,2,2,2,0
26241,56,0,6,40,2,1,2,1
24977,25,1,5,30,0,1,2,0
29797,22,1,1,40,2,1,2,0
5195,34,1,1,40,2,1,2,0
24964,48,1,1,40,2,1,2,0
2786,38,0,0,50,1,3,4,1
24405,44,1,6,60,1,3,2,0
7159,46,0,1,40,0,3,2,1
3207,39,1,3,40,2,1,3,1
18513,32,0,1,40,1,1,2,0
4374,36,1,5,40,0,1,2,0
18930,53,1,0,40,1,1,2,0
24568,71,1,1,24,2,1,2,0
16946,48,0,1,40,1,1,2,1
2165,36,1,3,40,2,3,4,1
27766,45,0,6,40,2,1,2,0
19521,18,1,1,30,1,0,2,0
10022,38,1,5,36,1,2,2,0
2852,52,0,4,45,2,1,4,1
28636,48,0,1,50,1,1,2,0
80,41,0,6,55,2,1,0,1
1083,31,1,1,40,2,0,0,0
15737,23,1,5,60,2,0,2,0
13644,43,0,3,40,1,4,2,1
14878,42,0,6,40,1,4,2,1
1275,39,1,1,40,1,1,0,0
26124,50,0,5,40,2,1,2,0
12506,27,1,3,40,1,3,2,0
3704,39,0,6,60,1,1,3,1
29390,57,0,6,40,0,3,2,1
18253,41,0,1,40,2,3,2,0
13687,25,0,0,50,1,1,2,1
20128,30,0,3,40,1,3,2,0
2877,40,0,1,40,1,1,4,1
20459,58,0,1,40,1,0,2,0
17622,39,0,1,40,1,1,2,0
4527,30,1,1,40,0,2,2,0
1453,50,1,1,50,2,1,0,0
13835,36,1,1,60,1,1,2,0
10522,21,1,0,40,2,1,2,0
15089,21,1,0,38,1,1,2,0
30327,35,1,1,55,1,1,2,0
18486,41,0,1,40,2,1,2,0
1694,42,0,5,60,0,6,4,1
22649,43,0,1,40,2,0,2,0
1614,58,0,1,40,1,1,4,1
28332,26,1,1,40,1,1,2,0
21858,59,0,1,40,1,0,2,0
13675,23,1,1,35,1,0,2,0
4384,34,1,1,40,1,1,2,0
25943,33,0,5,40,2,1,2,0
14914,29,1,1,40,1,1,2,0
1980,40,0,3,24,1,4,4,1
13100,39,0,4,26,2,1,2,0
13272,46,0,5,49,1,2,2,1
8366,23,1,4,40,0,1,2,0
7422,37,0,5,40,1,1,2,0
14733,18,1,4,30,2,1,2,0
16803,21,1,5,35,1,1,2,0
12839,21,1,1,40,1,2,2,0
4623,30,0,6,40,2,1,2,0
29176,54,1,3,50,2,1,2,0
12493,61,0,4,40,2,1,2,0
21640,30,0,1,40,1,1,2,1
3829,25,0,1,60,0,3,3,0
2254,33,1,3,40,0,1,4,1
15412,50,0,5,40,0,1,2,0
22418,26,1,0,40,1,1,2,0
11518,61,1,5,35,2,0,2,0
8290,20,1,1,40,1,1,2,0
21428,40,0,5,40,2,1,2,0
28881,21,1,4,38,0,0,2,0
13791,39,0,0,25,0,2,2,1
5683,53,1,5,36,1,0,2,0
18301,35,0,1,40,1,0,2,0
12140,26,0,1,40,1,0,2,0
4462,64,0,6,40,2,1,2,1
21553,18,1,1,40,2,1,2,0
30203,64,0,6,20,0,1,2,0
30576,58,0,1,40,0,1,2,0
25038,19,0,1,45,1,0,2,0
678,41,0,4,35,0,4,0,1
9590,31,0,1,50,1,1,2,0
23554,44,0,3,50,2,3,2,0
4812,48,1,6,40,1,1,2,0
1279,50,1,3,40,2,1,0,0
49,67,0,1,40,1,1,0,0
28728,40,0,1,60,0,2,2,0
18591,33,1,1,45,2,3,2,0
23769,26,0,5,40,2,0,2,0
14833,27,1,6,45,1,3,2,0
7238,18,1,4,35,2,0,2,0
3142,51,0,1,40,0,2,4,0
10454,24,1,1,40,2,1,2,0
27036,24,1,4,55,2,0,2,0
4816,50,0,4,50,2,1,2,1
10246,48,1,1,40,1,1,2,0
15260,43,0,4,55,0,3,2,0
29885,31,1,5,40,1,1,2,0
2117,44,0,6,45,1,3,4,1
26293,41,0,1,40,1,1,2,0
24133,58,1,3,35,1,4,2,0
13487,48,0,6,50,0,2,2,1
19343,33,1,0,38,1,3,2,0
19788,36,0,6,45,1,1,2,1
12735,49,0,1,40,2,2,2,1
7344,61,0,1,40,1,0,2,0
26504,26,1,3,50,0,3,2,0
29220,20,1,1,30,0,1,2,0
28444,37,0,1,40,1,1,2,0
27617,28,1,1,40,0,1,2,0
24974,48,0,6,30,0,1,2,0
15948,31,1,3,40,2,2,2,0
22010,42,0,5,40,0,1,2,0
468,35,0,6,30,0,3,0,1
5514,26,1,1,25,0,1,2,0
30738,32,0,6,40,0,1,2,0
1967,37,0,1,50,1,2,4,1
17051,31,0,1,48,0,0,2,0
27483,70,0,3,20,0,1,2,0
23817,37,1,1,40,1,1,2,0
10975,50,0,5,60,1,1,2,1
39,54,1,3,40,0,4,0,1
15591,18,1,5,25,1,0,2,0
30491,21,1,5,25,0,1,2,0
28795,37,0,3,45,1,2,2,1
21498,43,1,3,40,0,1,2,0
4900,37,0,5,24,0,2,2,1
757,45,0,1,40,2,1,0,1
601,50,0,0,50,1,3,0,1
14184,31,1,0,38,1,1,2,0
26926,49,0,4,40,0,1,2,1
2487,46,0,6,38,0,1,4,1
14008,27,0,5,40,2,1,2,1
4840,36,1,3,50,1,3,2,0
13497,45,0,6,40,1,3,2,1
26789,27,1,0,40,0,1,2,0
6547,37,0,5,40,0,1,2,1
7462,30,1,1,40,1,1,2,0
14009,22,0,1,40,1,1,2,0
25699,23,1,1,40,1,1,2,0
11155,23,1,0,36,0,2,2,0
25550,24,1,5,55,2,3,2,0
23955,21,1,5,40,2,1,2,0
7923,36,0,1,40,1,1,2,0
20297,24,0,1,44,1,1,2,0
13927,31,0,0,40,2,1,2,1
24877,43,0,4,40,2,3,2,1
14848,47,0,1,40,1,1,2,1
3983,50,1,3,30,1,4,3,0
12409,19,1,6,32,1,1,2,0
